GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
56001962700,140,56,001,29660,999,,,Census Tract 9627,3368,1484,2776,1176,3368,2776
56001962800,140,56,001,29660,999,,,Census Tract 9628,3285,1563,2606,1144,3285,2606
56001963100,140,56,001,29660,999,,,Census Tract 9631,7020,3342,5564,2358,7020,5564
56001963400,140,56,001,29660,999,,,Census Tract 9634,3498,1904,3437,1907,3498,3437
56001963600,140,56,001,29660,999,,,Census Tract 9636,4617,2286,4748,2303,4617,4748
56001963700,140,56,001,29660,999,,,Census Tract 9637,5226,2461,3536,1724,5226,3536
56003962700,140,56,003,99999,999,,,Census Tract 9627,3555,1641,3541,1605,3555,3541
56003962800,140,56,003,99999,999,,,Census Tract 9628,5571,2390,5387,2218,5571,5387
56005000100,140,56,005,23940,999,,,Census Tract 1,8924,3720,4779,1834,8924,4779
56005000200,140,56,005,23940,999,,,Census Tract 2,6441,2452,4852,1684,6441,4852
56005000300,140,56,005,23940,999,,,Census Tract 3,5487,2277,4668,1926,5487,4668
56005000400,140,56,005,23940,999,,,Census Tract 4,4394,2086,4325,2017,4394,4325
56005000500,140,56,005,23940,999,,,Census Tract 5,6365,2323,4764,1617,6365,4764
56005000600,140,56,005,23940,999,,,Census Tract 6,5694,2483,5345,2242,5694,5345
56005000700,140,56,005,23940,999,,,Census Tract 7,8828,3614,8563,3805,8828,8563
56007967600,140,56,007,99999,999,,,Census Tract 9676,2326,1048,2398,987,2326,2398
56007967700,140,56,007,99999,999,,,Census Tract 9677,4413,1916,3911,1753,4413,3911
56007967800,140,56,007,99999,999,,,Census Tract 9678,4326,2134,4400,2162,4326,4400
56009956400,140,56,009,99999,999,,,Census Tract 9564,4979,2300,4309,2013,4979,4309
56009956500,140,56,009,99999,999,,,Census Tract 9565,2807,1184,2307,928,2807,2307
56009956600,140,56,009,99999,999,,,Census Tract 9566,3194,1599,2944,1481,3194,2944
56009956700,140,56,009,99999,999,,,Census Tract 9567,2853,1320,2492,1247,2853,2492
56011950300,140,56,011,99999,999,,,Census Tract 9503,2602,1373,2289,1098,2602,2289
56013000100,140,56,013,40180,999,,,Census Tract 1,3973,1692,3614,1499,3973,3614
56013000200,140,56,013,40180,999,,,Census Tract 2,3595,1702,3244,1530,3595,3244
56013000300,140,56,013,40180,999,,,Census Tract 3,4422,2461,4017,2026,4422,4017
56013000400,140,56,013,40180,999,,,Census Tract 4,1803,1492,1774,1173,1803,1774
56013940100,140,56,013,40180,999,,,Census Tract 9401,3951,1345,3479,1195,3951,3479
56013940201,140,56,013,40180,999,,,Census Tract 9402.01,3892,1676,3327,1392,3892,3327
56013940202,140,56,013,40180,999,,,Census Tract 9402.02,4832,1565,4130,1300,4832,4130
56013940300,140,56,013,40180,999,,,Census Tract 9403,5515,2230,5103,2186,5515,5103
