GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
33001965300,140,33,001,29060,148,,,Census Tract 9653,3321,2075,3062,1720,3321,3062
33001965400,140,33,001,29060,148,,,Census Tract 9654,2966,1612,2577,1356,2966,2577
33001965598,140,33,001,29060,148,,,Census Tract 9655.98,3567,1845,3480,1633,3567,3480
33001965600,140,33,001,29060,148,,,Census Tract 9656,3777,2118,3058,1847,3777,3058
33001965800,140,33,001,29060,148,,,Census Tract 9658,7356,3615,6719,3113,7356,6719
33001965900,140,33,001,29060,148,,,Census Tract 9659,3855,1847,4102,1817,3855,4102
33001966000,140,33,001,29060,148,,,Census Tract 9660,5076,2333,5331,2150,5076,5331
33001966100,140,33,001,29060,148,,,Census Tract 9661,4115,2658,3893,2181,4115,3893
33001966200,140,33,001,29060,148,,,Census Tract 9662,2905,3041,3085,2406,2905,3085
33001966401,140,33,001,29060,148,,,Census Tract 9664.01,1108,2164,1057,1825,1108,1057
33001966402,140,33,001,29060,148,,,Census Tract 9664.02,6018,2947,5745,2486,6018,5745
33003955400,140,33,003,99999,999,,,Census Tract 9554,4420,2609,3571,2199,4420,3571
33003955500,140,33,003,99999,999,,,Census Tract 9555,2895,2168,2369,1834,2895,2369
33003955600,140,33,003,99999,999,,,Census Tract 9556,4917,3586,4442,3127,4917,4442
33003955800,140,33,003,99999,999,,,Census Tract 9558,2954,2543,2573,2196,2954,2573
33003955900,140,33,003,99999,999,,,Census Tract 9559,4345,3057,4218,2745,4345,4218
33003956100,140,33,003,99999,999,,,Census Tract 9561,6269,4443,6081,3901,6269,6081
33003956300,140,33,003,99999,999,,,Census Tract 9563,4044,4940,4481,4522,4044,4481
33005970200,140,33,005,28300,999,,,Census Tract 9702,3734,1715,3594,1592,3734,3594
33005970400,140,33,005,28300,999,,,Census Tract 9704,5425,3394,5093,3111,5425,5093
33005970500,140,33,005,28300,999,,,Census Tract 9705,5457,2547,5476,2352,5457,5476
33005970600,140,33,005,28300,999,,,Census Tract 9706,6014,2224,5451,1863,6014,5451
33005970700,140,33,005,28300,999,,,Census Tract 9707,3551,1749,3222,1507,3551,3222
33005970900,140,33,005,28300,999,,,Census Tract 9709,7230,3205,6795,2816,7230,6795
33005971000,140,33,005,28300,999,,,Census Tract 9710,5602,2482,5408,2343,5602,5408
33005971100,140,33,005,28300,999,,,Census Tract 9711,5161,2523,4914,2243,5161,4914
33005971300,140,33,005,28300,999,,,Census Tract 9713,3321,1702,3648,1743,3321,3648
33005971401,140,33,005,28300,999,,,Census Tract 9714.01,5364,1229,4532,1248,5364,4532
33005971402,140,33,005,28300,999,,,Census Tract 9714.02,3961,1783,4061,1718,3961,4061
33005971500,140,33,005,28300,999,,,Census Tract 9715,5478,2482,5289,2250,5478,5289
33005971600,140,33,005,28300,999,,,Census Tract 9716,4046,1827,4082,1714,4046,4082
33005971700,140,33,005,28300,999,,,Census Tract 9717,4341,1932,4144,1741,4341,4144
33007950200,140,33,007,13620,999,,,Census Tract 9502,3058,1947,3071,1761,3058,3071
33007950400,140,33,007,13620,999,,,Census Tract 9504,3594,2213,3901,2109,3594,3901
33007950500,140,33,007,13620,999,,,Census Tract 9505,3507,1689,3276,1499,3507,3276
33007950600,140,33,007,13620,999,,,Census Tract 9506,4328,1918,3939,2000,4328,3939
33007950700,140,33,007,13620,999,,,Census Tract 9507,3206,1580,3571,1599,3206,3571
33007950800,140,33,007,13620,999,,,Census Tract 9508,2517,1412,2821,1512,2517,2821
33007950900,140,33,007,13620,999,,,Census Tract 9509,3230,1710,3278,1683,3230,3278
33007951000,140,33,007,13620,999,,,Census Tract 9510,2183,1887,2006,1618,2183,2006
33009960100,140,33,009,30100,180,,,Census Tract 9601,5928,3065,5845,2746,5928,5845
33009960200,140,33,009,30100,180,,,Census Tract 9602,4193,2805,3686,2394,4193,3686
33009960400,140,33,009,30100,180,,,Census Tract 9604,4399,6039,3374,4923,4399,3374
33009960600,140,33,009,30100,180,,,Census Tract 9606,4697,2379,4416,2148,4697,4416
33009960700,140,33,009,30100,180,,,Census Tract 9607,2938,1663,2598,1392,2938,2598
33009960800,140,33,009,30100,180,,,Census Tract 9608,4896,3237,4289,2712,4896,4289
33009960900,140,33,009,30100,180,,,Census Tract 9609,3266,2086,2947,1847,3266,2947
33009961000,140,33,009,30100,180,,,Census Tract 9610,6990,2231,5888,1898,6990,5888
33009961200,140,33,009,30100,180,,,Census Tract 9612,4137,3483,4002,2920,4137,4002
33009961300,140,33,009,30100,180,,,Census Tract 9613,3284,1973,2770,1617,3284,2770
33009961500,140,33,009,30100,180,,,Census Tract 9615,4582,2508,4618,2372,4582,4618
33009961602,140,33,009,30100,180,,,Census Tract 9616.02,8636,2276,8162,1891,8636,8162
33009961700,140,33,009,30100,180,,,Census Tract 9617,7572,3929,6599,3063,7572,6599
33009961800,140,33,009,30100,180,,,Census Tract 9618,5579,2720,5969,2644,5579,5969
33011000102,140,33,011,31700,148,,,Census Tract 1.02,5024,1987,4621,1994,5024,4621
33011000202,140,33,011,31700,148,,,Census Tract 2.02,2297,1015,2374,993,2297,2374
33011000204,140,33,011,31700,148,,,Census Tract 2.04,4793,2466,4034,1975,4793,4034
33011000300,140,33,011,31700,148,,,Census Tract 3,2881,1410,2926,1365,2881,2926
33011000700,140,33,011,31700,148,,,Census Tract 7,3109,1386,3111,1390,3109,3111
33011000800,140,33,011,31700,148,,,Census Tract 8,2378,1018,2450,1007,2378,2450
33011000901,140,33,011,31700,148,,,Census Tract 9.01,3523,1540,3922,1500,3523,3922
33011000902,140,33,011,31700,148,,,Census Tract 9.02,5416,2428,4410,1894,5416,4410
33011001200,140,33,011,31700,148,,,Census Tract 12,1919,856,2081,824,1919,2081
33011001300,140,33,011,31700,148,,,Census Tract 13,3151,1586,3204,1562,3151,3204
33011001400,140,33,011,31700,148,,,Census Tract 14,2257,1161,2385,1135,2257,2385
33011001500,140,33,011,31700,148,,,Census Tract 15,2987,1141,3079,1130,2987,3079
33011001600,140,33,011,31700,148,,,Census Tract 16,4010,1710,4041,1655,4010,4041
33011001700,140,33,011,31700,148,,,Census Tract 17,2226,1096,2285,1088,2226,2285
33011001900,140,33,011,31700,148,,,Census Tract 19,3390,1133,3285,1038,3390,3285
33011002000,140,33,011,31700,148,,,Census Tract 20,2208,1029,2447,1044,2208,2447
33011002100,140,33,011,31700,148,,,Census Tract 21,4782,2091,4882,2035,4782,4882
33011002300,140,33,011,31700,148,,,Census Tract 23,3758,1707,3687,1556,3758,3687
33011002400,140,33,011,31700,148,,,Census Tract 24,7118,2888,6697,2831,7118,6697
