GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
09001010101,140,09,001,14860,408,,,Census Tract 101.01,4476,1778,4661,1643,4476,4661
09001010102,140,09,001,14860,408,,,Census Tract 101.02,4330,1653,4476,1594,4330,4476
09001010201,140,09,001,14860,408,,,Census Tract 102.01,3421,1156,3435,1087,3421,3435
09001010202,140,09,001,14860,408,,,Census Tract 102.02,5359,2004,5218,1941,5359,5218
09001010400,140,09,001,14860,408,,,Census Tract 104,5290,2343,5116,2171,5290,5116
09001010500,140,09,001,14860,408,,,Census Tract 105,5494,2724,5567,2529,5494,5567
09001010600,140,09,001,14860,408,,,Census Tract 106,1845,1252,2121,1250,1845,2121
09001010700,140,09,001,14860,408,,,Census Tract 107,3579,1873,3699,1833,3579,3699
09001010800,140,09,001,14860,408,,,Census Tract 108,3388,1434,3386,1422,3388,3386
09001010900,140,09,001,14860,408,,,Census Tract 109,4870,1983,4812,1949,4870,4812
09001011000,140,09,001,14860,408,,,Census Tract 110,5263,1911,5143,1887,5263,5143
09001020200,140,09,001,14860,408,,,Census Tract 202,3687,1372,3674,1326,3687,3674
09001020300,140,09,001,14860,408,,,Census Tract 203,7263,2587,7275,2510,7263,7275
09001020500,140,09,001,14860,408,,,Census Tract 205,4896,1830,4920,1764,4896,4920
09001020600,140,09,001,14860,408,,,Census Tract 206,4952,1802,4662,1702,4952,4662
09001020800,140,09,001,14860,408,,,Census Tract 208,2939,999,2745,968,2939,2745
09001020900,140,09,001,14860,408,,,Census Tract 209,4906,2180,4366,1970,4906,4366
09001021000,140,09,001,14860,408,,,Census Tract 210,3499,1323,3269,1254,3499,3269
09001021100,140,09,001,14860,408,,,Census Tract 211,5976,2570,5516,2409,5976,5516
09001021200,140,09,001,14860,408,,,Census Tract 212,4177,1794,4133,1757,4177,4133
09001021300,140,09,001,14860,408,,,Census Tract 213,4422,1734,3825,1556,4422,3825
09001021500,140,09,001,14860,408,,,Census Tract 215,6303,2112,6918,2270,6303,6918
09001021600,140,09,001,14860,408,,,Census Tract 216,7151,3869,6343,3652,7151,6343
09001021801,140,09,001,14860,408,,,Census Tract 218.01,4334,1897,4274,1845,4334,4274
09001021802,140,09,001,14860,408,,,Census Tract 218.02,5408,2077,5606,2098,5408,5606
09001021900,140,09,001,14860,408,,,Census Tract 219,5713,2324,5346,2237,5713,5346
09001022300,140,09,001,14860,408,,,Census Tract 223,5763,2212,4836,1722,5763,4836
09001022400,140,09,001,14860,408,,,Census Tract 224,2391,925,2382,919,2391,2382
09001030200,140,09,001,14860,408,,,Census Tract 302,3442,1125,3378,1126,3442,3378
09001030300,140,09,001,14860,408,,,Census Tract 303,4156,1477,4057,1444,4156,4057
09001030400,140,09,001,14860,408,,,Census Tract 304,3958,1504,3392,1300,3958,3392
09001030500,140,09,001,14860,408,,,Census Tract 305,5674,1848,5329,1821,5674,5329
09001035100,140,09,001,14860,408,,,Census Tract 351,7406,3374,6846,3137,7406,6846
09001035200,140,09,001,14860,408,,,Census Tract 352,3316,1134,3402,1102,3316,3402
09001035300,140,09,001,14860,408,,,Census Tract 353,3937,1325,4004,1245,3937,4004
09001035400,140,09,001,14860,408,,,Census Tract 354,5079,1718,5138,1655,5079,5138
09001042500,140,09,001,14860,408,,,Census Tract 425,3719,1488,3694,1457,3719,3694
09001042600,140,09,001,14860,408,,,Census Tract 426,3911,1666,3805,1516,3911,3805
09001042700,140,09,001,14860,408,,,Census Tract 427,4578,2225,4300,1954,4578,4300
09001042800,140,09,001,14860,408,,,Census Tract 428,4606,1790,4501,1773,4606,4501
09001042900,140,09,001,14860,408,,,Census Tract 429,1651,679,1624,655,1651,1624
09001043000,140,09,001,14860,408,,,Census Tract 430,3090,1245,2977,1182,3090,2977
09001043100,140,09,001,14860,408,,,Census Tract 431,4341,1766,4171,1641,4341,4171
09001043200,140,09,001,14860,408,,,Census Tract 432,3074,1214,3039,1178,3074,3039
09001043300,140,09,001,14860,408,,,Census Tract 433,3196,1154,3057,1138,3196,3057
09001043400,140,09,001,14860,408,,,Census Tract 434,4471,1923,4317,1862,4471,4317
09001043500,140,09,001,14860,408,,,Census Tract 435,2604,1019,2500,997,2604,2500
09001043600,140,09,001,14860,408,,,Census Tract 436,3080,1285,2725,1150,3080,2725
09001043700,140,09,001,14860,408,,,Census Tract 437,2039,1023,2011,987,2039,2011
09001043800,140,09,001,14860,408,,,Census Tract 438,7650,3203,7437,3129,7650,7437
09001043900,140,09,001,14860,408,,,Census Tract 439,5456,2094,5087,2065,5456,5087
09001044000,140,09,001,14860,408,,,Census Tract 440,5974,2451,5912,2438,5974,5912
09001044100,140,09,001,14860,408,,,Census Tract 441,3509,1710,3410,1437,3509,3410
09001044200,140,09,001,14860,408,,,Census Tract 442,3994,1807,4148,1734,3994,4148
09001044300,140,09,001,14860,408,,,Census Tract 443,3898,1643,3821,1600,3898,3821
09001044500,140,09,001,14860,408,,,Census Tract 445,3641,1199,3394,1071,3641,3394
09001044600,140,09,001,14860,408,,,Census Tract 446,3549,1524,3325,1475,3549,3325
09001045101,140,09,001,14860,408,,,Census Tract 451.01,4170,1388,4199,1363,4170,4199
09001045102,140,09,001,14860,408,,,Census Tract 451.02,6034,2083,5707,1855,6034,5707
09001045200,140,09,001,14860,408,,,Census Tract 452,2367,1055,2410,1038,2367,2410
09001045400,140,09,001,14860,408,,,Census Tract 454,3030,1136,2885,1053,3030,2885
09001050100,140,09,001,14860,408,,,Census Tract 501,3828,1482,3830,1465,3828,3830
09001050200,140,09,001,14860,408,,,Census Tract 502,4008,1631,3866,1592,4008,3866
09001050300,140,09,001,14860,408,,,Census Tract 503,8122,2922,7836,2860,8122,7836
09001050400,140,09,001,14860,408,,,Census Tract 504,2341,1091,2339,1024,2341,2339
09001050500,140,09,001,14860,408,,,Census Tract 505,4744,1864,4686,1837,4744,4686
09001050600,140,09,001,14860,408,,,Census Tract 506,3348,1409,3299,1347,3348,3299
09001055100,140,09,001,14860,408,,,Census Tract 551,5807,2050,5668,1959,5807,5668
09001055200,140,09,001,14860,408,,,Census Tract 552,4372,1624,4365,1572,4372,4365
09001060100,140,09,001,14860,408,,,Census Tract 601,4152,1077,4233,1055,4152,4233
09001060200,140,09,001,14860,408,,,Census Tract 602,4164,1600,3887,1559,4164,3887
09001060300,140,09,001,14860,408,,,Census Tract 603,4088,1407,4147,1371,4088,4147
09001060400,140,09,001,14860,408,,,Census Tract 604,4443,1621,4301,1552,4443,4301
09001060500,140,09,001,14860,408,,,Census Tract 605,2841,880,2704,855,2841,2704
09001060700,140,09,001,14860,408,,,Census Tract 607,7675,1793,7117,1751,7675,7117
09001060800,140,09,001,14860,408,,,Census Tract 608,2139,796,2079,786,2139,2079
09001061000,140,09,001,14860,408,,,Census Tract 610,3816,1670,3788,1652,3816,3788
09001061100,140,09,001,14860,408,,,Census Tract 611,3771,1330,3637,1319,3771,3637
09001061200,140,09,001,14860,408,,,Census Tract 612,2186,881,2023,833,2186,2023
09001061400,140,09,001,14860,408,,,Census Tract 614,2736,1210,2523,1093,2736,2523
09001061500,140,09,001,14860,408,,,Census Tract 615,4692,1852,4628,1842,4692,4628
09001061600,140,09,001,14860,408,,,Census Tract 616,4964,2267,4919,2211,4964,4919
09001070100,140,09,001,14860,408,,,Census Tract 701,5021,2720,5111,2574,5021,5111
09001070200,140,09,001,14860,408,,,Census Tract 702,4052,1824,3752,1758,4052,3752
09001070300,140,09,001,14860,408,,,Census Tract 703,1297,393,1120,374,1297,1120
09001070400,140,09,001,14860,408,,,Census Tract 704,1693,620,1475,605,1693,1475
09001071000,140,09,001,14860,408,,,Census Tract 710,3563,1245,3733,1201,3563,3733
09001071100,140,09,001,14860,408,,,Census Tract 711,4576,1571,4822,1493,4576,4822
09001071200,140,09,001,14860,408,,,Census Tract 712,5205,1980,5123,1916,5205,5123
09001071400,140,09,001,14860,408,,,Census Tract 714,3861,1363,4067,1465,3861,4067
09001071600,140,09,001,14860,408,,,Census Tract 716,2448,846,2124,727,2448,2124
09001071900,140,09,001,14860,408,,,Census Tract 719,4831,1687,4429,1512,4831,4429
09001072000,140,09,001,14860,408,,,Census Tract 720,3565,1317,3394,1301,3565,3394
09001072100,140,09,001,14860,408,,,Census Tract 721,6094,2656,5967,2587,6094,5967
09001072200,140,09,001,14860,408,,,Census Tract 722,3828,1693,3708,1768,3828,3708
09001072300,140,09,001,14860,408,,,Census Tract 723,5396,1836,5083,1839,5396,5083
09001072400,140,09,001,14860,408,,,Census Tract 724,2836,946,2465,900,2836,2465
09001072500,140,09,001,14860,408,,,Census Tract 725,5726,2341,5467,2294,5726,5467
09001072600,140,09,001,14860,408,,,Census Tract 726,7583,3117,6924,3051,7583,6924
09001072800,140,09,001,14860,408,,,Census Tract 728,5469,1899,4968,1738,5469,4968
09001072900,140,09,001,14860,408,,,Census Tract 729,4594,1552,4282,1387,4594,4282
09001073000,140,09,001,14860,408,,,Census Tract 730,1899,698,1793,649,1899,1793
09001073100,140,09,001,14860,408,,,Census Tract 731,5853,2473,5795,2410,5853,5795
09001073200,140,09,001,14860,408,,,Census Tract 732,2460,1186,2385,1167,2460,2385
09001073400,140,09,001,14860,408,,,Census Tract 734,4113,1549,3848,1493,4113,3848
09001073600,140,09,001,14860,408,,,Census Tract 736,2304,821,2287,825,2304,2287
09001073700,140,09,001,14860,408,,,Census Tract 737,4824,1963,4486,1866,4824,4486
09001073900,140,09,001,14860,408,,,Census Tract 739,3395,1350,2896,1149,3395,2896
09001074300,140,09,001,14860,408,,,Census Tract 743,4267,1780,4095,1687,4267,4095
09001074400,140,09,001,14860,408,,,Census Tract 744,4168,1755,4089,1601,4168,4089
09001080100,140,09,001,14860,408,,,Census Tract 801,4843,1933,4272,1792,4843,4272
09001080400,140,09,001,14860,408,,,Census Tract 804,5956,2268,5932,2253,5956,5932
09001080500,140,09,001,14860,408,,,Census Tract 805,3189,1490,3358,1538,3189,3358
09001080600,140,09,001,14860,408,,,Census Tract 806,2580,1197,2320,1035,2580,2320
09001080700,140,09,001,14860,408,,,Census Tract 807,1955,929,1981,939,1955,1981
09001080800,140,09,001,14860,408,,,Census Tract 808,4800,1879,4701,1865,4800,4701
09001080900,140,09,001,14860,408,,,Census Tract 809,4726,1914,4715,1905,4726,4715
09001081000,140,09,001,14860,408,,,Census Tract 810,4376,1793,4217,1772,4376,4217
09001081100,140,09,001,14860,408,,,Census Tract 811,4699,1816,4548,1794,4699,4548
09001081200,140,09,001,14860,408,,,Census Tract 812,5231,1996,5039,1931,5231,5039
09001081300,140,09,001,14860,408,,,Census Tract 813,4731,2259,4895,2191,4731,4895
09001090200,140,09,001,14860,408,,,Census Tract 902,7831,2928,7686,2788,7831,7686
09001090300,140,09,001,14860,408,,,Census Tract 903,4561,1670,4605,1690,4561,4605
09001211100,140,09,001,14860,408,,,Census Tract 2111,1375,17,1256,16,1375,1256
09001090400,140,09,001,14860,408,,,Census Tract 904,6552,2463,6026,2215,6552,6026
09001090500,140,09,001,14860,408,,,Census Tract 905,4718,1715,4366,1559,4718,4366
09001090600,140,09,001,14860,408,,,Census Tract 906,3494,1357,3428,1319,3494,3428
09001090700,140,09,001,14860,408,,,Census Tract 907,5547,1776,5144,1613,5547,5144
09001100100,140,09,001,14860,408,,,Census Tract 1001,5574,2125,5480,2042,5574,5480
09001100200,140,09,001,14860,408,,,Census Tract 1002,6979,2439,7057,2358,6979,7057
09001100300,140,09,001,14860,408,,,Census Tract 1003,6926,2354,6710,2201,6926,6710
09001105100,140,09,001,14860,408,,,Census Tract 1051,4076,1504,4073,1433,4076,4073
09001105200,140,09,001,14860,408,,,Census Tract 1052,3414,1211,3202,1078,3414,3202
09001110100,140,09,001,14860,408,,,Census Tract 1101,2321,1111,2299,955,2321,2299
09001110201,140,09,001,14860,408,,,Census Tract 1102.01,4782,1973,4631,1822,4782,4631
09001110202,140,09,001,14860,408,,,Census Tract 1102.02,4756,2073,4361,1784,4756,4361
09001110302,140,09,001,14860,408,,,Census Tract 1103.02,2602,1186,2288,963,2602,2288
09001110400,140,09,001,14860,408,,,Census Tract 1104,4911,1768,5017,1723,4911,5017
09001110500,140,09,001,14860,408,,,Census Tract 1105,5928,2069,5850,1981,5928,5850
09001110600,140,09,001,14860,408,,,Census Tract 1106,8085,3030,7645,2773,8085,7645
