GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
38001965600,140,38,001,99999,999,,,Census Tract 9656,2343,1377,2593,1416,2343,2593
38003967900,140,38,003,99999,999,,,Census Tract 9679,1695,927,1882,905,1695,1882
38003968000,140,38,003,99999,999,,,Census Tract 9680,2740,1447,2993,1414,2740,2993
38003968200,140,38,003,99999,999,,,Census Tract 9682,3007,1520,3383,1549,3007,3383
38003968300,140,38,003,99999,999,,,Census Tract 9683,3624,1810,3517,1731,3624,3517
38005940100,140,38,005,99999,999,,,Census Tract 9401,2524,850,2346,805,2524,2346
38005940200,140,38,005,99999,999,,,Census Tract 9402,1994,777,1971,671,1994,1971
38005956500,140,38,005,99999,999,,,Census Tract 9565,1170,687,1371,756,1170,1371
38005956600,140,38,005,99999,999,,,Census Tract 9566,972,636,1276,700,972,1276
38007963100,140,38,007,19860,999,,,Census Tract 9631,783,484,888,529,783,888
38009952300,140,38,009,99999,999,,,Census Tract 9523,2289,1150,2430,1151,2289,2430
38009952400,140,38,009,99999,999,,,Census Tract 9524,2279,2197,2603,2143,2279,2603
38009952500,140,38,009,99999,999,,,Census Tract 9525,1861,994,2116,1115,1861,2116
38011965200,140,38,011,99999,999,,,Census Tract 9652,1855,967,1817,888,1855,1817
38011965300,140,38,011,99999,999,,,Census Tract 9653,1296,716,1425,708,1296,1425
38013953300,140,38,013,99999,999,,,Census Tract 9533,1968,1340,2242,1412,1968,2242
38015010100,140,38,015,13900,999,,,Census Tract 101,3221,1983,3579,2071,3221,3579
38015010200,140,38,015,13900,999,,,Census Tract 102,5006,2443,5317,2500,5006,5317
38015010300,140,38,015,13900,999,,,Census Tract 103,5926,2777,6094,2725,5926,6094
38015010400,140,38,015,13900,999,,,Census Tract 104,3474,1827,3775,1807,3474,3775
38015010500,140,38,015,13900,999,,,Census Tract 105,5022,2186,5070,2072,5022,5070
38015010600,140,38,015,13900,999,,,Census Tract 106,4644,2173,4760,2039,4644,4760
38015010700,140,38,015,13900,999,,,Census Tract 107,4298,1839,4762,1827,4298,4762
38015010800,140,38,015,13900,999,,,Census Tract 108,3916,1810,4032,1813,3916,4032
38015010900,140,38,015,13900,999,,,Census Tract 109,4563,1836,3285,1355,4563,3285
38015011001,140,38,015,13900,999,,,Census Tract 110.01,4438,2109,2664,1140,4438,2664
38015011002,140,38,015,13900,999,,,Census Tract 110.02,5815,2076,3491,1122,5815,3491
38015011101,140,38,015,13900,999,,,Census Tract 111.01,5064,2577,3874,1811,5064,3874
38015011103,140,38,015,13900,999,,,Census Tract 111.03,3030,1485,1900,911,3030,1900
38015011104,140,38,015,13900,999,,,Census Tract 111.04,3993,1430,2505,877,3993,2505
38015011105,140,38,015,13900,999,,,Census Tract 111.05,3480,1245,2182,763,3480,2182
38015011200,140,38,015,13900,999,,,Census Tract 112,5834,2195,4574,1480,5834,4574
38015011300,140,38,015,13900,999,,,Census Tract 113,5732,1964,4073,1141,5732,4073
38015011400,140,38,015,13900,999,,,Census Tract 114,2352,1021,1995,826,2352,1995
38015011500,140,38,015,13900,999,,,Census Tract 115,1500,778,1480,720,1500,1480
