GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
29001950100,140,29,001,28860,999,,,Census Tract 9501,3802,1679,3520,1486,3802,3520
29001950200,140,29,001,28860,999,,,Census Tract 9502,3019,1613,2973,1437,3019,2973
29001950300,140,29,001,28860,999,,,Census Tract 9503,2951,1615,3209,1715,2951,3209
29001950400,140,29,001,28860,999,,,Census Tract 9504,3892,1855,3905,1804,3892,3905
29001950900,140,29,001,28860,999,,,Census Tract 9509,2277,1116,2206,1180,2277,2206
29001951000,140,29,001,28860,999,,,Census Tract 9510,2587,75,2588,156,2587,2588
29003010100,140,29,003,41140,999,,,Census Tract 101,5439,2197,5354,2072,5439,5354
29003010200,140,29,003,41140,999,,,Census Tract 102,6738,2827,6048,2508,6738,6048
29003010300,140,29,003,41140,999,,,Census Tract 103,2063,940,1955,855,2063,1955
29003010400,140,29,003,41140,999,,,Census Tract 104,3051,1342,3135,1227,3051,3135
29005950100,140,29,005,99999,999,,,Census Tract 9501,3215,1715,3801,1786,3215,3801
29005950200,140,29,005,99999,999,,,Census Tract 9502,2470,1270,2629,1317,2470,2629
29007950100,140,29,007,33020,999,,,Census Tract 9501,4180,1391,4136,1428,4180,4136
29007950200,140,29,007,33020,999,,,Census Tract 9502,4917,2318,5510,2318,4917,5510
29007950300,140,29,007,33020,999,,,Census Tract 9503,3609,1256,3426,1224,3609,3426
29007950400,140,29,007,33020,999,,,Census Tract 9504,2942,1229,2716,1300,2942,2716
29007950500,140,29,007,33020,999,,,Census Tract 9505,3582,1602,3676,1620,3582,3676
29007950600,140,29,007,33020,999,,,Census Tract 9506,2899,1356,2859,1284,2899,2859
29009960100,140,29,009,99999,999,,,Census Tract 9601,6127,3551,5979,3155,6127,5979
29009960200,140,29,009,99999,999,,,Census Tract 9602,6418,2752,6391,2600,6418,6391
29009960300,140,29,009,99999,999,,,Census Tract 9603,6400,2778,5840,2471,6400,5840
29009960401,140,29,009,99999,999,,,Census Tract 9604.01,4190,1924,4016,1817,4190,4016
29009960402,140,29,009,99999,999,,,Census Tract 9604.02,3641,1540,3491,1454,3641,3491
29009960500,140,29,009,99999,999,,,Census Tract 9605,6054,2626,5562,2444,6054,5562
29009960600,140,29,009,99999,999,,,Census Tract 9606,2767,2352,2730,2021,2767,2730
29011960100,140,29,011,99999,999,,,Census Tract 9601,2986,1391,3233,1365,2986,3233
29011960200,140,29,011,99999,999,,,Census Tract 9602,4104,1766,4012,1697,4104,4012
29011960300,140,29,011,99999,999,,,Census Tract 9603,5312,2443,5296,2347,5312,5296
29013070100,140,29,013,28140,312,,,Census Tract 701,5248,2286,4822,1974,5248,4822
29013070300,140,29,013,28140,312,,,Census Tract 703,4520,2182,4562,2072,4520,4562
29013070400,140,29,013,28140,312,,,Census Tract 704,2870,1403,2976,1409,2870,2976
29015460200,140,29,015,99999,999,,,Census Tract 4602,2466,1128,2243,1043,2466,2243
29015460300,140,29,015,99999,999,,,Census Tract 4603,4378,2581,3986,2290,4378,3986
29015460400,140,29,015,99999,999,,,Census Tract 4604,2269,2373,2002,2144,2269,2002
29015460700,140,29,015,99999,999,,,Census Tract 4607,2821,3272,2321,2966,2821,2321
29015460800,140,29,015,99999,999,,,Census Tract 4608,3911,3284,3539,2890,3911,3539
29017950100,140,29,017,16020,164,,,Census Tract 9501,4691,2163,4323,1966,4691,4323
29017950200,140,29,017,16020,164,,,Census Tract 9502,4609,2086,4638,2001,4609,4638
29017950300,140,29,017,16020,164,,,Census Tract 9503,3063,1629,3068,1555,3063,3068
29019000200,140,29,019,17860,999,,,Census Tract 2,1730,858,1682,884,1730,1682
29019000300,140,29,019,17860,999,,,Census Tract 3,3010,1184,2980,1250,3010,2980
29019000500,140,29,019,17860,999,,,Census Tract 5,2794,1167,2446,1256,2794,2446
29019000600,140,29,019,17860,999,,,Census Tract 6,4602,2130,4852,2137,4602,4852
29019000700,140,29,019,17860,999,,,Census Tract 7,3542,1898,3706,1860,3542,3706
29019000900,140,29,019,17860,999,,,Census Tract 9,1511,847,1802,991,1511,1802
29019001002,140,29,019,17860,999,,,Census Tract 10.02,5950,2851,4966,2146,5950,4966
29019001101,140,29,019,17860,999,,,Census Tract 11.01,8628,3807,6651,2555,8628,6651
29019001103,140,29,019,17860,999,,,Census Tract 11.03,6714,3331,6523,2920,6714,6523
29019001104,140,29,019,17860,999,,,Census Tract 11.04,10629,4185,7154,2754,10629,7154
29019001300,140,29,019,17860,999,,,Census Tract 13,3836,2290,2867,1696,3836,2867
29019001400,140,29,019,17860,999,,,Census Tract 14,11433,4780,7027,2969,11433,7027
29019001502,140,29,019,17860,999,,,Census Tract 15.02,6356,3162,5762,2795,6356,5762
