GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
04001942600,140,04,001,99999,999,,,Census Tract 9426,1578,667,1809,712,1578,1809
04001942700,140,04,001,99999,999,,,Census Tract 9427,5628,2393,5657,2676,5628,5657
04001944000,140,04,001,99999,999,,,Census Tract 9440,6043,2359,5830,2281,6043,5830
04001944100,140,04,001,99999,999,,,Census Tract 9441,5870,2418,5207,2454,5870,5207
04001944201,140,04,001,99999,999,,,Census Tract 9442.01,4010,1383,4395,1451,4010,4395
04001944202,140,04,001,99999,999,,,Census Tract 9442.02,4053,1485,4443,1558,4053,4443
04001944300,140,04,001,99999,999,,,Census Tract 9443,6958,2912,6881,3176,6958,6881
04001944901,140,04,001,99999,999,,,Census Tract 9449.01,4021,1810,4429,2137,4021,4429
04001944902,140,04,001,99999,999,,,Census Tract 9449.02,4853,2037,5347,2404,4853,5347
04001945001,140,04,001,99999,999,,,Census Tract 9450.01,4497,1601,4824,1596,4497,4824
04001945002,140,04,001,99999,999,,,Census Tract 9450.02,3916,1626,4202,1622,3916,4202
04001945100,140,04,001,99999,999,,,Census Tract 9451,2221,774,2007,760,2221,2007
04001970200,140,04,001,99999,999,,,Census Tract 9702,4990,3412,3466,2086,4990,3466
04001970300,140,04,001,99999,999,,,Census Tract 9703,3523,1558,3436,1538,3523,3436
04001970501,140,04,001,99999,999,,,Census Tract 9705.01,5081,2140,4108,1828,5081,4108
04001970502,140,04,001,99999,999,,,Census Tract 9705.02,4276,3939,3378,3337,4276,3378
04003000100,140,04,003,43420,999,,,Census Tract 1,1971,1348,2274,1274,1971,2274
04003000201,140,04,003,43420,999,,,Census Tract 2.01,3747,1603,3548,1446,3747,3548
04003000202,140,04,003,43420,999,,,Census Tract 2.02,3982,1826,3772,1648,3982,3772
04003000203,140,04,003,43420,999,,,Census Tract 2.03,2740,1763,2595,1591,2740,2595
04003000301,140,04,003,43420,999,,,Census Tract 3.01,4212,2285,3704,2064,4212,3704
04003000302,140,04,003,43420,999,,,Census Tract 3.02,4851,2534,4267,2288,4851,4267
04003000303,140,04,003,43420,999,,,Census Tract 3.03,3457,1676,3040,1513,3457,3040
04003000400,140,04,003,43420,999,,,Census Tract 4,2206,1391,2200,1234,2206,2200
04003000500,140,04,003,43420,999,,,Census Tract 5,5651,2079,5229,1716,5651,5229
04003000600,140,04,003,43420,999,,,Census Tract 6,2984,1205,3375,1143,2984,3375
04003000700,140,04,003,43420,999,,,Census Tract 7,5196,1619,4052,1333,5196,4052
04003000800,140,04,003,43420,999,,,Census Tract 8,5160,1972,4951,1853,5160,4951
04003000901,140,04,003,43420,999,,,Census Tract 9.01,3586,1427,3768,1447,3586,3768
04003000902,140,04,003,43420,999,,,Census Tract 9.02,2846,1165,2990,1181,2846,2990
04003001000,140,04,003,43420,999,,,Census Tract 10,1656,1225,1920,1264,1656,1920
04003001100,140,04,003,43420,999,,,Census Tract 11,3599,1884,3901,1890,3599,3901
04003001200,140,04,003,43420,999,,,Census Tract 12,3036,1416,2856,1300,3036,2856
04003001300,140,04,003,43420,999,,,Census Tract 13,5613,2606,4876,2251,5613,4876
04003001401,140,04,003,43420,999,,,Census Tract 14.01,4359,611,6548,1303,4359,6548
04003001402,140,04,003,43420,999,,,Census Tract 14.02,1251,340,1879,725,1251,1879
04003001501,140,04,003,43420,999,,,Census Tract 15.01,3636,1918,3723,2001,3636,3723
04003001502,140,04,003,43420,999,,,Census Tract 15.02,3812,1820,3903,1899,3812,3903
04003001601,140,04,003,43420,999,,,Census Tract 16.01,4825,2152,4490,1987,4825,4490
04003001602,140,04,003,43420,999,,,Census Tract 16.02,3441,1756,3202,1621,3441,3202
04003001701,140,04,003,43420,999,,,Census Tract 17.01,4274,2191,3251,1628,4274,3251
04003001702,140,04,003,43420,999,,,Census Tract 17.02,3978,1689,3026,1255,3978,3026
04003001703,140,04,003,43420,999,,,Census Tract 17.03,4511,2082,3431,1547,4511,3431
04003001800,140,04,003,43420,999,,,Census Tract 18,9219,4206,5619,2368,9219,5619
04003001900,140,04,003,43420,999,,,Census Tract 19,7083,2891,4878,1887,7083,4878
04003002001,140,04,003,43420,999,,,Census Tract 20.01,4979,2155,3710,1559,4979,3710
04003002002,140,04,003,43420,999,,,Census Tract 20.02,4332,1792,3228,1296,4332,3228
04003002100,140,04,003,43420,999,,,Census Tract 21,5153,2414,3541,1605,5153,3541
04005000100,140,04,005,22380,999,,,Census Tract 1,3804,1541,3705,1347,3804,3705
04005000200,140,04,005,22380,999,,,Census Tract 2,3788,1839,3417,1542,3788,3417
04005000300,140,04,005,22380,999,,,Census Tract 3,7175,2570,6763,2394,7175,6763
04005000400,140,04,005,22380,999,,,Census Tract 4,5373,1974,5416,1926,5373,5416
04005000500,140,04,005,22380,999,,,Census Tract 5,4396,1578,3826,1327,4396,3826
04005000600,140,04,005,22380,999,,,Census Tract 6,5461,3394,5258,3057,5461,5258
04005000700,140,04,005,22380,999,,,Census Tract 7,3647,1822,3315,1428,3647,3315
04005000800,140,04,005,22380,999,,,Census Tract 8,4122,1493,2998,1253,4122,2998
04005000900,140,04,005,22380,999,,,Census Tract 9,6905,3251,2984,1441,6905,2984
04005001000,140,04,005,22380,999,,,Census Tract 10,8156,564,4495,862,8156,4495
04005001101,140,04,005,22380,999,,,Census Tract 11.01,4797,2133,3633,1511,4797,3633
04005001102,140,04,005,22380,999,,,Census Tract 11.02,6650,3221,5035,2281,6650,5035
04005001200,140,04,005,22380,999,,,Census Tract 12,2864,1462,3015,1444,2864,3015
04005001301,140,04,005,22380,999,,,Census Tract 13.01,5102,2028,4297,1570,5102,4297
04005001302,140,04,005,22380,999,,,Census Tract 13.02,5536,2226,4662,1723,5536,4662
04005001500,140,04,005,22380,999,,,Census Tract 15,3186,7519,3640,6560,3186,3640
04005001600,140,04,005,22380,999,,,Census Tract 16,3150,2539,3283,2226,3150,3283
04005001700,140,04,005,22380,999,,,Census Tract 17,3417,1758,3080,1441,3417,3080
04005002000,140,04,005,22380,999,,,Census Tract 20,2037,1190,1874,1107,2037,1874
04005002100,140,04,005,22380,999,,,Census Tract 21,7247,2787,6809,2606,7247,6809
04005002200,140,04,005,22380,999,,,Census Tract 22,6457,4337,5297,3130,6457,5297
04005002300,140,04,005,22380,999,,,Census Tract 23,6674,4325,5297,3229,6674,5297
04005942201,140,04,005,22380,999,,,Census Tract 9422.01,4073,1239,4263,1299,4073,4263
04005942202,140,04,005,22380,999,,,Census Tract 9422.02,3813,1191,3990,1248,3813,3990
04005944900,140,04,005,22380,999,,,Census Tract 9449,4631,1379,4364,1384,4631,4364
04005945000,140,04,005,22380,999,,,Census Tract 9450,4180,1418,4107,1490,4180,4107
04005945100,140,04,005,22380,999,,,Census Tract 9451,3679,1372,3618,1449,3679,3618
04005945200,140,04,005,22380,999,,,Census Tract 9452,4101,1171,3874,1162,4101,3874
04007000100,140,04,007,37740,999,,,Census Tract 1,2949,3898,2983,3419,2949,2983
04007000200,140,04,007,37740,999,,,Census Tract 2,2227,2991,2394,2672,2227,2394
04007000301,140,04,007,37740,999,,,Census Tract 3.01,5810,3150,4949,2439,5810,4949
04007000302,140,04,007,37740,999,,,Census Tract 3.02,2911,1779,2479,1377,2911,2479
04007000400,140,04,007,37740,999,,,Census Tract 4,4481,3158,4145,2533,4481,4145
04007000500,140,04,007,37740,999,,,Census Tract 5,5429,3073,4893,2480,5429,4893
04007000600,140,04,007,37740,999,,,Census Tract 6,1640,1358,1497,1028,1640,1497
04007000700,140,04,007,37740,999,,,Census Tract 7,1710,1644,1043,913,1710,1043
04007000800,140,04,007,37740,999,,,Census Tract 8,1281,1178,1528,1269,1281,1528
04007000900,140,04,007,37740,999,,,Census Tract 9,2884,1430,3154,1420,2884,3154
04007001000,140,04,007,37740,999,,,Census Tract 10,5094,2483,5116,2242,5094,5116
