GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
28143980000,140,28,143,32820,999,,,Census Tract 9800,0,0,0,0,0,0
28059990000,140,28,059,37700,274,,,Census Tract 9900,0,0,0,0,0,0
28075980000,140,28,075,32940,999,,,Census Tract 9800,63,28,58,27,63,58
28031950100,140,28,031,99999,999,,,Census Tract 9501,5087,2154,5199,2086,5087,5199
28031950200,140,28,031,99999,999,,,Census Tract 9502,2221,923,2452,958,2221,2452
28031950300,140,28,031,99999,999,,,Census Tract 9503,4701,2143,4776,2085,4701,4776
28035010200,140,28,035,25620,999,,,Census Tract 102,6179,2659,6207,2519,6179,6207
28035010300,140,28,035,25620,999,,,Census Tract 103,3510,1478,3600,1458,3510,3600
28049000400,140,28,049,27140,298,,,Census Tract 4,3373,1424,3297,1423,3373,3297
28049000500,140,28,049,27140,298,,,Census Tract 5,6041,2490,6657,2517,6041,6657
28059041500,140,28,059,37700,274,,,Census Tract 415,1318,663,1496,670,1318,1496
28059041600,140,28,059,37700,274,,,Census Tract 416,2557,1128,3094,1163,2557,3094
28059041700,140,28,059,37700,274,,,Census Tract 417,2319,935,2636,931,2319,2636
28067980000,140,28,067,29860,999,,,Census Tract 9800,4,2,3,1,4,3
28075010600,140,28,075,32940,999,,,Census Tract 106,7630,3403,7389,3088,7630,7389
28075010700,140,28,075,32940,999,,,Census Tract 107,1464,715,1462,659,1464,1462
28083950800,140,28,083,24900,999,,,Census Tract 9508,4425,1879,5112,2082,4425,5112
28089031000,140,28,089,27140,298,,,Census Tract 310,1975,810,2041,726,1975,2041
28099010700,140,28,099,99999,999,,,Census Tract 107,4932,2174,4580,2057,4932,4580
28099940100,140,28,099,99999,999,,,Census Tract 9401,3885,1099,3455,964,3885,3455
28109950502,140,28,109,38100,999,,,Census Tract 9505.02,7562,3271,5987,2549,7562,5987
28127950400,140,28,127,27140,298,,,Census Tract 9504,7759,3428,7962,3145,7759,7962
28139950100,140,28,139,99999,999,,,Census Tract 9501,5052,2247,4587,2084,5052,4587
28139950200,140,28,139,99999,999,,,Census Tract 9502,6614,2874,6282,2606,6614,6282
28149951101,140,28,149,46980,999,,,Census Tract 9511.01,5272,2200,5357,1990,5272,5357
28149951102,140,28,149,46980,999,,,Census Tract 9511.02,4747,1922,4981,1945,4747,4981
28159950100,140,28,159,99999,999,,,Census Tract 9501,3341,1512,3619,1465,3341,3619
28159950200,140,28,159,99999,999,,,Census Tract 9502,3870,1928,4222,1863,3870,4222
28007060500,140,28,007,99999,999,,,Census Tract 605,3855,1744,3870,1787,3855,3870
28007060600,140,28,007,99999,999,,,Census Tract 606,3686,1499,3554,1428,3686,3554
28019950200,140,28,019,99999,999,,,Census Tract 9502,4201,1992,4874,2015,4201,4874
