GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
42001030101,140,42,001,23900,564,,,Census Tract 301.01,2580,1028,2458,948,2580,2458
42001030102,140,42,001,23900,564,,,Census Tract 301.02,5780,2244,5106,1982,5780,5106
42001030200,140,42,001,23900,564,,,Census Tract 302,5500,2167,5153,1955,5500,5153
42001030300,140,42,001,23900,564,,,Census Tract 303,4156,1724,3545,1449,4156,3545
42001030400,140,42,001,23900,564,,,Census Tract 304,5829,2436,5438,2164,5829,5438
42001030500,140,42,001,23900,564,,,Census Tract 305,3767,1564,3782,1487,3767,3782
42001030600,140,42,001,23900,564,,,Census Tract 306,4928,1871,4547,1817,4928,4547
42001030700,140,42,001,23900,564,,,Census Tract 307,6493,2561,5797,2194,6493,5797
42001030800,140,42,001,23900,564,,,Census Tract 308,7451,3052,6132,2413,7451,6132
42001031000,140,42,001,23900,564,,,Census Tract 310,1781,669,1348,493,1781,1348
42001031101,140,42,001,23900,564,,,Census Tract 311.01,5163,2261,5010,2153,5163,5010
42001031102,140,42,001,23900,564,,,Census Tract 311.02,3179,1175,2041,773,3179,2041
42001031201,140,42,001,23900,564,,,Census Tract 312.01,3670,1543,3223,1263,3670,3223
42001031202,140,42,001,23900,564,,,Census Tract 312.02,2700,1015,2301,796,2700,2301
42001031203,140,42,001,23900,564,,,Census Tract 312.03,3148,1207,2955,1102,3148,2955
42001031300,140,42,001,23900,564,,,Census Tract 313,4434,1951,3947,1692,4434,3947
42001031401,140,42,001,23900,564,,,Census Tract 314.01,3975,1734,3423,1358,3975,3423
42001031402,140,42,001,23900,564,,,Census Tract 314.02,2187,1032,2290,1005,2187,2290
42001031501,140,42,001,23900,564,,,Census Tract 315.01,3315,589,2896,599,3315,2896
42001031502,140,42,001,23900,564,,,Census Tract 315.02,4305,2031,4598,2161,4305,4598
42001031600,140,42,001,23900,564,,,Census Tract 316,6887,2785,9517,3970,6887,9517
42001031700,140,42,001,23900,564,,,Census Tract 317,2879,1291,2702,1143,2879,2702
42003010300,140,42,003,38300,430,,,Census Tract 103,6600,388,3922,721,6600,3922
42003020100,140,42,003,38300,430,,,Census Tract 201,3629,2342,5222,1623,3629,5222
42003040200,140,42,003,38300,430,,,Census Tract 402,2604,687,2178,589,2604,2178
42003040400,140,42,003,38300,430,,,Census Tract 404,2488,1480,1940,1691,2488,1940
42003040600,140,42,003,38300,430,,,Census Tract 406,2392,1152,2271,1169,2392,2271
42003040900,140,42,003,38300,430,,,Census Tract 409,2969,1469,3007,1558,2969,3007
42003060300,140,42,003,38300,430,,,Census Tract 603,2341,1386,2585,1448,2341,2585
42003060500,140,42,003,38300,430,,,Census Tract 605,1274,849,1488,928,1274,1488
42003070800,140,42,003,38300,430,,,Census Tract 708,1705,1088,1667,1062,1705,1667
42003070900,140,42,003,38300,430,,,Census Tract 709,4934,2893,4748,2780,4934,4748
42003080200,140,42,003,38300,430,,,Census Tract 802,1679,1004,1828,1019,1679,1828
42003080400,140,42,003,38300,430,,,Census Tract 804,1369,825,1413,934,1369,1413
42003080600,140,42,003,38300,430,,,Census Tract 806,1998,1226,2118,1319,1998,2118
42003080700,140,42,003,38300,430,,,Census Tract 807,1785,1163,1791,1180,1785,1791
42003080900,140,42,003,38300,430,,,Census Tract 809,1767,1102,1920,1141,1767,1920
42003090100,140,42,003,38300,430,,,Census Tract 901,1843,1124,1957,1186,1843,1957
42003090200,140,42,003,38300,430,,,Census Tract 902,2635,1544,3144,1715,2635,3144
42003100500,140,42,003,38300,430,,,Census Tract 1005,2079,963,2100,890,2079,2100
42003101100,140,42,003,38300,430,,,Census Tract 1011,2669,1442,2899,1504,2669,2899
42003101400,140,42,003,38300,430,,,Census Tract 1014,3346,1643,3549,1679,3346,3549
42003110600,140,42,003,38300,430,,,Census Tract 1106,2406,1108,2497,1140,2406,2497
42003111300,140,42,003,38300,430,,,Census Tract 1113,2639,1524,3188,1655,2639,3188
42003130100,140,42,003,38300,430,,,Census Tract 1301,1910,1073,2637,1299,1910,2637
42003130200,140,42,003,38300,430,,,Census Tract 1302,1370,734,1885,872,1370,1885
42003140100,140,42,003,38300,430,,,Census Tract 1401,5476,1167,5538,1117,5476,5538
42003140200,140,42,003,38300,430,,,Census Tract 1402,2447,1137,2435,1281,2447,2435
42003140500,140,42,003,38300,430,,,Census Tract 1405,2054,1167,2304,1208,2054,2304
42003141000,140,42,003,38300,430,,,Census Tract 1410,928,479,1054,521,928,1054
42003141100,140,42,003,38300,430,,,Census Tract 1411,1361,625,1378,627,1361,1378
42003141300,140,42,003,38300,430,,,Census Tract 1413,5177,2574,4944,2571,5177,4944
42003151700,140,42,003,38300,430,,,Census Tract 1517,4931,2557,5217,2579,4931,5217
42003160900,140,42,003,38300,430,,,Census Tract 1609,2872,1888,2181,1378,2872,2181
42003170200,140,42,003,38300,430,,,Census Tract 1702,3725,2438,3545,2235,3725,3545
42003170600,140,42,003,38300,430,,,Census Tract 1706,1864,1113,2046,1088,1864,2046
42003180300,140,42,003,38300,430,,,Census Tract 1803,2500,1291,3194,1485,2500,3194
42003180700,140,42,003,38300,430,,,Census Tract 1807,2011,1069,2374,1104,2011,2374
42003191400,140,42,003,38300,430,,,Census Tract 1914,2796,1736,3061,1728,2796,3061
